adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/ww6f0XEn8aUbNsK1OQGdutJWwQf.jpg,,4000000,"Comedy , Romance , Drama , Music",,369557,tt3544112,en,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,17.298,/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,"Cosmo Film , Likely Story , FilmNation Entertainment , PalmStar Media , Filmwave Pictures , Distressed Films","United States of America , United Kingdom , Ireland",2016-03-11,13624522,106,English,Released,Boy meets girl. Girl unimpressed. Boy starts band.,Sing Street,False,7.9,1978
False,/lO5pFsXSwO7gkUbkhx4W6nooyVe.jpg,,47000000,"Drama , Science Fiction , Mystery",http://www.arrivalmovie.com/,329865,tt2543164,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",62.223,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,"Paramount , 21 Laps Entertainment , Reliance Entertainment , FilmNation Entertainment , Lava Bear Films , Xenolinguistics",United States of America,2016-11-10,203388186,116,"普通话 , English , Pусский",Released,Why are they here?,Arrival,False,7.573,15562
False,/oJ597dVjLMICx56clM7iy3AUUsA.jpg,The Arrival Collection,25000000,"Science Fiction , Thriller",,10547,tt0115571,en,The Arrival,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",12.416,/7ARbqk8SqABU8QqANvpJCpMQ5nj.jpg,"Live Entertainment , Steelwork Films , Mediaworks","Mexico , United States of America",1996-05-31,14063331,115,English,Released,The greatest danger facing our world has been the planet's best kept secret... until now.,The Arrival,False,5.983,604
False,/xGS06Ur3Etqzjf5D0xqKU6WqfeG.jpg,The Arrival Collection,4529850,"Science Fiction , Horror",,19154,tt0122961,en,The Second Arrival,"After Zane Ziminski is found dead five people received envelopes with details of an alien invasion. This group of five includes 3 scientists, Zane's brother Jack, and a reporter. Quickly, the group is down to three and then Jack and Bridget, the reporter. With a small piece of alien technology, they must escape from the aliens, who take human form, and try to convince others that aliens exist.",9.883,/3mjqRwjs6KbmNuMHYIz2gualCZJ.jpg,"Rootbeer Films , Taurus 7 Film Corporation","Canada , United States of America",1998-11-06,0,101,English,Released,The battle for Earth has begun,The Second Arrival,False,3.8,55
False,,,10000,Adventure,https://akfilm.weebly.com/movies.html,696430,tt8259442,en,Arrival,"After an alien escapes from a government facility, a town is sent into chaos trying to capture it.",0.755,/56PZVQtSvrzdGCHv6AKHLljk7aR.jpg,,,2018-12-20,10,56,English,Released,Can you find the alien?,Arrival,False,7.5,2
False,/53EziOYfvjhArrQFpDFj680GxUr.jpg,,70000,Comedy,,485266,tt6086192,en,The Arrival,A little boy feels betrayed when his mother has another son and decides to give her a taste of her own medicine -- by summoning another mother.,1.129,/964LQq2EDkeTDarHumMXL7h2kBu.jpg,"Vanishing Angle , Gulp Splash Productions",United States of America,2017-11-04,0,17,English,Released,Mommy!,The Arrival,False,8.0,1
False,/wj2nLa0vfS0SLu2vJ6ABTRhMrok.jpg,,9000000,Drama,http://manchesterbytheseathemovie.com/,334541,tt4034228,en,Manchester by the Sea,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",25.041,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,"OddLot Entertainment , Big Indie Pictures , Amazon Studios , Pearl Street Films , CMP Entertainment , K Period Media , B Story , The Affleck/Middleton Project , The Media Farm",United States of America,2016-11-18,78988148,138,English,Released,,Manchester by the Sea,False,7.529,5032
False,/wA9pognOHLebFBHOSPm7rzosD9u.jpg,,4000000,Drama,http://www.moonlight-movie.com,376867,tt4975722,en,Moonlight,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",24.893,/rcICfiL9fvwRjoWHxW8QeroLYrJ.jpg,"Plan B Entertainment , Upload Films , Altitude Film Entertainment , A24 , PASTEL","United Kingdom , United States of America",2016-10-21,65046687,111,English,Released,This is the story of a lifetime,Moonlight,False,7.402,6256
False,/53f29bdN46K7UT17OCYQ0sBZBdm.jpg,,21000000,"Romance , Drama",,31005,tt0179098,en,Moonlight Mile,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",11.269,/2euV4acuuf7HulTNVwkMYSZ6IOp.jpg,"Hyde Park Films , Punch Productions , Gran Via Productions , Touchstone Pictures , Reveal Entertainment",United States of America,2002-09-09,10011050,117,"English , עִבְרִית",Released,"In life and love, expect the unexpected.",Moonlight Mile,False,6.282,188
False,/eIOLmLhRQPC44u5YyyPVw6BNhFZ.jpg,,16800000,"Comedy , Drama , Romance",https://www.sonyclassics.com/magicinthemoonlight/,229297,tt2870756,en,Magic in the Moonlight,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",16.642,/sd6oaGSwKweRmtcBKjk8tvan3u0.jpg,"Gravier Productions , Perdido Productions , Harbor Picture Company","France , United States of America",2014-07-25,51029361,98,English,Released,,Magic in the Moonlight,False,6.484,1867
False,,,2155,Horror,,27558,tt0768214,de,Moonlight Mountain,"A group of people awaken on a desolate mountain. Wandering through the forest, they try to decipher how they arrived there. Soon, they realize that there is more to this story than they know. As the sun goes down, the dead begin to rise and the group's worst nightmares come true.",0.6,/6IO2mBRwvZr4NyYCvCGF2ikXLsj.jpg,SOI Film Entertainment,Germany,2005-11-17,0,79,Deutsch,Released,,The Legend of Moonlight Mountain,False,0.0,0
False,/mX3WOJPBzzl4kj4xU5lL7qfD6C3.jpg,Man of Steel Collection,250000000,"Action , Adventure , Fantasy",https://www.warnerbros.com/movies/batman-v-superman-dawn-justice,209112,tt2975590,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",120.681,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Warner Bros. Pictures , DC Comics , Atlas Entertainment , DC Entertainment , Cruel & Unusual Films , RatPac Entertainment",United States of America,2016-03-23,873637528,152,English,Released,Justice or revenge,Batman v Superman: Dawn of Justice,False,5.934,16238
False,/gWCWHybWuVg3GmZpdY8qWGb85HR.jpg,The Trolls Collection,125000000,"Family , Animation , Fantasy , Adventure , Comedy , Music",http://www.dreamworks.com/trolls/,136799,tt1679335,en,Trolls,"Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known.",55.659,/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg,DreamWorks Animation,United States of America,2016-10-13,346864462,92,English,Released,Find your happy place.,Trolls,False,6.691,3101
False,,,30000,Comedy,http://greenless.com/films/the-trolls,421268,tt5245942,en,The Trolls,"A Texas tech start-up breaks every crowdfunding record in the books, but they lose it all when a patent troll shuts them down. Refusing to go down without a fight, our heroes use a legal loophole to beat the trolls at their own game. By obtaining a patent for BEING a patent troll, they're able to... troll the trolls.",1.541,/qHb9vELcnQzGJWK68SnCWb4PVhy.jpg,Greenless Studios,United States of America,2016-10-11,0,97,,Released,If you can't beat 'em ...troll 'em.,The Trolls,False,6.3,9
False,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,,40000000,"Drama , History , War",https://www.lionsgate.com/movies/hacksaw-ridge,324786,tt2119532,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",295.016,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,"Permut Presentations , Summit Entertainment , Lionsgate , IM Global , Screen Australia , Pandemonium , Cross Creek Pictures , Screen NSW , Demarest Films , Vendian Entertainment","Australia , United States of America",2016-10-07,175302354,139,"日本語 , English",Released,One of the greatest heroes in American history never fired a bullet.,Hacksaw Ridge,False,8.19,11579
False,/j2kgVOyp4dxlqohU5QJTrDHfbRD.jpg,,24000000,Drama,,393457,tt2671706,en,Fences,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",39.922,/rQhxwViLVWjfp4Bop2QoXdYx8xH.jpg,"Paramount , Scott Rudin Productions , Escape Artists , Bron Studios , MACRO","Canada , United States of America",2016-12-16,64414761,139,English,Released,"Some people build fences to keep people out, and other people build fences to keep people in.",Fences,False,6.849,2290
False,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,The Lion King Collection,45000000,"Family , Animation , Drama",http://movies.disney.com/the-lion-king,8587,tt0110357,en,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",176.59,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,"Walt Disney Pictures , Walt Disney Animation Studios , Walt Disney Feature Animation",United States of America,1994-06-23,763455561,89,English,Released,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,False,8.261,15874
False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,The Lion King (Reboot) Collection,260000000,"Adventure , Family , Animation , Drama",https://movies.disney.com/the-lion-king-2019,420818,tt6105098,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",131.488,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,"Walt Disney Pictures , Fairview Entertainment",United States of America,2019-07-12,1667635327,118,English,Released,The King has Returned.,The Lion King,False,7.136,8721
False,/fgffluhvdOv79SkYaKrfRA0xkf4.jpg,,12000000,Drama,http://lionmovie.com/,334543,tt3741834,en,Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",28.382,/kCELJH1tCmaRLqvwIgKDb09aEaw.jpg,"The Weinstein Company , See-Saw Films , Screen Australia , Aquarius Films , Sunstar Entertainment","Australia , United Kingdom , United States of America",2016-11-24,140312928,118,"বাংলা , English , हिन्दी",Released,The search begins,Lion,False,8.092,5858
False,/vYAuEi9NO23JeutE1REn6RkZUTj.jpg,,11900000,"Family , Adventure",,780382,tt10945288,en,Le Loup et le Lion,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",22.887,/aSRvK4kLJORBrVdlFn2wrGx8XPv.jpg,"StudioCanal , Galatée Films , Mai Juin Productions","Canada , France",2021-10-13,15300000,99,English,Released,An unlikely friendship. An incredible adventure.,The Wolf and the Lion,False,7.7,278
False,/oZH4WUD5vyazrJHazRdyLjo26xV.jpg,,9600000,"Adventure , Family , Drama",https://www.miaandthewhitelion.movie,498248,tt4844148,fr,Mia et le lion blanc,A young girl from London moves to Africa with her parents where she befriends a lion cub.,22.547,/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg,"Canal+ , Pandora Film , StudioCanal , Film Afrika Worldwide , Galatée Films , M6 Films , Ciné+ , M6 , Film- und Medienstiftung NRW , W9 , Outside Films","South Africa , Germany , France",2018-08-02,35487190,98,"English , Français",Released,Friendship is the wildest adventure of all,Mia and the White Lion,False,7.332,764
False,/tuDhEdza074bA497bO9WFEPs6O6.jpg,The Chronicles of Narnia Collection,180000000,"Adventure , Family , Fantasy",,411,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",114.437,/i5gjxlk5LNJeOZh148wRVFFJ8Dq.jpg,"Walt Disney Pictures , Walden Media , C.S. Lewis Company","United Kingdom , United States of America",2005-12-07,745013115,143,"English , Deutsch",Released,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",False,7.101,8890
False,/ufWUMAyKhgnR6Sy1qSalICA4flo.jpg,,35000000,"Action , History , War",,26843,tt0081059,en,Lion of the Desert,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",15.589,/fXzxGDuFT3dCV1UIeEmuuUfXCue.jpg,Falcon International Productions,"Libyan Arab Jamahiriya , United States of America",1981-04-17,1500000,173,"العربية , English , Italiano",Released,He was a man of honor in a war without any.,Lion of the Desert,False,7.277,128
False,/4wfEboIK9fbPMP0zbAuxPwxSiTJ.jpg,,15000000,"Adventure , Animation , Comedy , Family",http://www.lionofjudahthemovie.com/,46256,tt1212022,en,The Lion of Judah,"Upon learning that Judah has been trapped in the clutches of the townspeople and faces the possibility of being the sacrifice at the annual Festival, the stable mates leave their cozy barn and embark on an adventure to find and free their friend.",7.297,/dOF8yD82vboFuC0gbJdZtz2JeI8.jpg,"Sunrise Productions , Animated Family Films , Character Matters",United States of America,2011-06-03,0,87,English,Released,The lamb who saved the world!,The Lion of Judah,False,4.8,5
False,/3upEZ0ltY7WwOSFVXrtiP34D48p.jpg,,8575000,"Thriller , Drama , Romance",,290098,tt4016934,ko,아가씨,"In 1930s Korea, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler, who is posing as a Japanese Count, to help him seduce the Lady and steal her fortune.",56.398,/ic4s9k48semzBCUrbglyCmnGaHJ.jpg,"CJ Entertainment , Moho Film , Yong Film",South Korea,2016-06-01,37767206,145,"日本語 , 한국어/조선말",Released,Never did they expect to get into a controversial relationship...,The Handmaiden,False,8.261,2880
False,/bZbBTrefbgTvVK8CN56zKIHNomI.jpg,The Little Mermaid Collection,40000000,"Animation , Family , Fantasy",https://movies.disney.com/the-little-mermaid,10144,tt0097757,en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,148.862,/Amwq3yJP4VblXUptDAV7S13smCd.jpg,"Walt Disney Pictures , Silver Screen Partners IV , Walt Disney Feature Animation",United States of America,1989-11-17,211343479,83,"English , Français",Released,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,The Little Mermaid,False,7.35,6681
False,/iYLKMV7PIBtFmtygRrhSiyzcVsF.jpg,,150000000,"Adventure , Comedy , Family , Animation",http://movies.disney.com/moana,277834,tt3521164,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",33.699,/4JeejGugONWpJkbnvL12hVoYEDa.jpg,"Walt Disney Pictures , Walt Disney Animation Studios , Hurwitz Creative",United States of America,2016-10-13,690860472,107,English,Released,The ocean is calling.,Moana,False,7.568,10774
False,/zHeJ1H3PiOFxmWgEBsp2jA3qetK.jpg,Don't Breathe Collection,10000000,"Thriller , Horror",https://www.dontbreathemovie.com/,482373,tt6246322,en,Don't Breathe 2,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",168.368,/r7HEBkkRN93d3eFBZgPJfRaob5p.jpg,"Ghost House Pictures , Screen Gems , Stage 6 Films , Good Universe , Bad Hombre Films",United States of America,2021-08-12,53785551,98,English,Released,Bad things happen to bad people.,Don't Breathe 2,False,7.263,1883
False,/bbwS32U9apV3c1fInFkyG1oi7L2.jpg,Don't Breathe Collection,9900000,"Thriller , Horror",https://www.sonypictures.com/movies/dontbreathe,300669,tt4160708,en,Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,57.763,/8fIgsHFQtg47xxN7SBwZkg0tZJn.jpg,"Ghost House Pictures , Screen Gems , Stage 6 Films",United States of America,2016-06-08,159047649,89,English,Released,In the dark the blind man is king.,Don't Breathe,False,7.004,6429
False,/2okBULF6aP9Ably9d2iYtTaFuQA.jpg,,20000000,Horror,http://www.deadsilencemovie.net/,14001,tt0455760,en,Dead Silence,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",90.868,/jovXaCasPvShaQbN8VgS9QkAmo3.jpg,"Universal Pictures , Twisted Pictures , Evolution Entertainment",United States of America,2007-03-16,22217407,89,English,Released,You scream. You die.,Dead Silence,False,6.414,1906
False,/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,,46000000,"Drama , History",http://www.silencemovie.com/,68730,tt0490215,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",24.778,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,"CatchPlay , EFO Films , Waypoint Entertainment , Cappa Defina Productions , Sikelia Productions , Fábrica de Cine , SharpSword Films","Mexico , Taiwan , United States of America",2016-12-22,23737523,161,"日本語 , English",Released,Sometimes silence is the deadliest sound.,Silence,False,7.13,2639
False,/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg,The Hannibal Lecter Collection,19000000,"Crime , Drama , Thriller",,274,tt0102926,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",15.221,/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,"Orion Pictures , Strong Heart/Demme Production",United States of America,1991-02-14,272742922,119,English,Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,False,8.342,13853
False,/uSHE1p0ZSnfstrVWlJnrZ2F9Sw2.jpg,,250000,Horror,,412471,tt4951834,en,Dark Silence,"Craig moves with his daughter, Jennifer, into a new home after the death of his wife. It’s not long before the pair discover the house is haunted by a dark presence that wants to take over the child. One day Jennifer disappears and Craig must face a terrible truth in order to find his daughter.",5.074,/pBP8eWb66SGbWtDMAMYghrqrJId.jpg,"Extreme Video Snc , Quizam Media","Canada , Italy",2016-10-14,0,90,English,Released,Kneel down to his will,Dark Silence,False,3.7,22
False,,,6000000,"Thriller , Fantasy , Drama , Romance , Horror",,24075,tt0359984,en,Silence Becomes You,"Two sisters, Grace and Violet, bound together by more than blood, live a reclusive life in a large mansion, detached from society and reality too. They have a plan. It's hardly conventional, but the outcome nine months later is all that counts. Whatever they do they must not fall in love with the man that they choose to ensnare. Set in contemporary New England.",4.533,/qVlNJYAUDAU4DYgcY4koQdBOI62.jpg,"Dragonfly Films , IMS 3 LLP",Lithuania,2005-12-13,0,88,English,Released,The Perfect Sin.,Silence Becomes You,False,4.6,17
False,/GZx3RAiTJAhXOdhLLyCAbqRl11.jpg,,12000000,"Crime , Drama , Thriller , Western",http://hellorhighwater.movie,338766,tt2582782,en,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,23.754,/ljRRxqy2aXIkIBXLmOVifcOR021.jpg,"Sidney Kimmel Entertainment , Lionsgate , OddLot Entertainment , CBS Films , Estrella Media , Film 44",United States of America,2016-08-11,37589296,102,English,Released,Blood always follows money.,Hell or High Water,False,7.303,3876
False,/8P8fwKnybp1p1XNUeCARITY3Dy9.jpg,,1870000,"Action , War",,23097,tt0047073,en,Hell and High Water,A privately-financed scientist and his colleagues hire an ex-Navy officer to conduct an Alaskan submarine expedition in order to prevent a Red Chinese anti-American plot that may lead to World War III. Mixes deviously plotted schoolboy fiction with submarine spectacle and cold war heroics.,4.317,/5bzQcnnFivUJw9sP4J04MRT2ukT.jpg,20th Century Fox,United States of America,1954-02-06,0,103,English,Released,29 men and one woman ... in the captive world of a submarine !,Hell and High Water,False,6.0,42
False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,Suicide Squad Collection,185000000,"Action , Comedy , Adventure",https://www.thesuicidesquad.net,436969,tt6334354,en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",259.272,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,"Warner Bros. Pictures , Atlas Entertainment , The Safran Company , DC Films",United States of America,2021-07-28,168657565,132,"English , Français , Español",Released,They're dying to save the world.,The Suicide Squad,False,7.62,6695
False,/wAk0yKrhAmvsoMvlKs4QImhvK5X.jpg,Suicide Squad Collection,175000000,"Action , Adventure , Fantasy",http://www.suicidesquad.com/,297761,tt1386697,en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",95.741,/xFw9RXKZDvevAGocgBK0zteto4U.jpg,"Warner Bros. Pictures , DC Comics , Dune Entertainment , Atlas Entertainment , Lin Pictures , DC Entertainment , DC Films",United States of America,2016-08-03,746846894,123,"English , 日本語 , Español",Released,Worst Heroes Ever,Suicide Squad,False,5.9,19246
False,/6mJrgL7Mi13XjJeGYJFlD6UEVQw.jpg,Sing Collection,85000000,"Animation , Adventure , Comedy",https://www.illumination.com/movie/sing-2/,438695,tt6467266,en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",348.797,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,"Universal Pictures , Illumination",United States of America,2021-12-01,406000000,110,English,Released,Where will your dreams take you?,Sing 2,False,8.016,3236
False,/59CCw4EtiahW0E5cfTrvdbqPQTo.jpg,Sing Collection,75000000,"Animation , Comedy , Family , Music",http://www.singmovie.com/,335797,tt3470600,en,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,96.086,/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg,"Universal Pictures , dentsu , Fuji Television Network , Illumination",United States of America,2016-11-23,634151679,108,English,Released,Auditions begin 2016.,Sing,False,7.113,7009
False,/ww6f0XEn8aUbNsK1OQGdutJWwQf.jpg,,4000000,"Comedy , Romance , Drama , Music",,369557,tt3544112,en,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,17.298,/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,"Cosmo Film , Likely Story , FilmNation Entertainment , PalmStar Media , Filmwave Pictures , Distressed Films","United States of America , United Kingdom , Ireland",2016-03-11,13624522,106,English,Released,Boy meets girl. Girl unimpressed. Boy starts band.,Sing Street,False,7.9,1978
False,/hVYhrKuQNFro6jXHZMn60uYjrIP.jpg,,19500000,"Drama , Fantasy , Romance",http://www.foxsearchlight.com/theshapeofwater/,399055,tt5580390,en,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",35.597,/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,"Fox Searchlight Pictures , TSG Entertainment , Bull Productions , Double Dare You Productions",United States of America,2017-12-01,194989655,123,"English , Pусский",Released,A Fairy Tale for Troubled Times,The Shape of Water,False,7.248,10917
False,/cAduIGrwDJlypHUCL2mFelJXVRT.jpg,,4500000,"Mystery , Thriller , Horror",http://www.getoutfilm.com/,419430,tt5052448,en,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",83.321,/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,"Blumhouse Productions , QC Entertainment , Monkeypaw Productions",United States of America,2017-02-24,255407969,104,English,Released,"Just because you're invited, doesn't mean you're welcome.",Get Out,False,7.609,14807
False,/9E3V82RIeSqdvhRkxFt3n7Vts1r.jpg,,17000000,Comedy,,47878,tt0084268,en,Lookin' to Get Out,"Two gamblers must leave New York City after one loses a lot of money. Doing what all gamblers in trouble would do, they hurry to the gambling capital Las Vegas to turn their luck around.",1.982,/tcfuDnWoGBFqdqDRoJrfj21jAhu.jpg,"Lorimar Productions , Northstar International",United States of America,1982-10-08,946461,105,English,Released,"What they're doing is insane, immoral... and working!",Lookin' to Get Out,False,4.4,6
False,,,100,Horror,,773769,tt11482936,en,Don't Get Out,"Jess, a commodities broker, is finishing up a long day of trading. He just wants to get home and spend the evening with his girlfriend. His plan gets thwarted when he starts seeing and hearing some very strange things around the office. From there, things go from the macabre to the grotesque as Jess finds himself in a fight for his life to escape his place of business.",0.6,/4gjPXHzOXqQ4GN6hoqpUodfhDad.jpg,,,2019-12-19,0,50,English,Released,,Don't Get Out,False,0.0,0
False,,,1000,Documentary,http://www.socialchangewarriors.org/,998825,,en,LaVeta: “Get Out - Get Free”,A Kathern Felton Paige film explores the domestic violence experiences of a survivor named LaVeta.  A woman who relied on her courage and resilience to walk away from her violent past.,0.6,,ACTT Social Change Warriors,United States of America,2021-07-24,0,11,English,Released,A Story of Courage and Survival,LaVeta: “Get Out - Get Free”,False,0.0,0
False,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,It Collection,35000000,"Horror , Fantasy",http://itthemovie.com/,346364,tt1396484,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",233.58,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,"New Line Cinema , Vertigo Entertainment , Lin Pictures , KatzSmith Productions",United States of America,2017-09-06,701842551,135,English,Released,Your fears are unleashed,It,False,7.236,17000
False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,It Collection,79000000,"Horror , Fantasy",http://www.it-movie.net/,474350,tt7349950,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",521.608,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,"New Line Cinema , Vertigo Entertainment , Rideback , Double Dream",United States of America,2019-09-04,473122525,169,English,Released,You'll Float Again,It Chapter Two,False,6.877,7298
